cnn_sgmt_pkey,f_node_cnn_intrsctn_fkey,t_node_cnn_intrsctn_fkey,cyc_ntwrk_yn,speed_limit,pk_metered_cnt,pk_on_st_cnt,oneway_yn,daily_ride_qrt,facility_type,surface_type,sharrow
3988000,21370000,21384000,NO,25.0,0.0,0.0,NO,36643.0,,,
3989000,21384000,21383000,NO,25.0,0.0,0.0,NO,28602.0,,,
3990000,21383000,21387000,NO,25.0,0.0,0.0,NO,15953.0,,,
3991000,25368000,25375000,NO,25.0,0.0,0.0,NO,43600.0,,,
3992000,25375000,25371000,NO,25.0,0.0,0.0,NO,34517.0,,,
3993000,21973000,51068000,NO,25.0,0.0,12.0,NO,32368.0,,,
3994000,51068000,21972000,NO,25.0,,,,,,,
3995000,21972000,51066000,NO,25.0,0.0,21.0,NO,31395.0,,,
3996000,26223000,26223000,NO,25.0,0.0,0.0,NO,7089.0,,,
3997000,26252000,26254000,NO,25.0,0.0,0.0,NO,744.0,,,
3998000,26254000,27036000,NO,25.0,0.0,0.0,NO,1932.0,,,
3999000,27036000,32908000,NO,25.0,0.0,,NO,2520.0,,,
4000000,32908000,27047000,NO,25.0,0.0,25.0,NO,10911.0,,,
4001000,27047000,27034000,NO,25.0,0.0,0.0,NO,14890.0,,,
4002000,25705000,33023000,NO,25.0,0.0,,NO,32332.0,,,
4003000,33023000,25725000,NO,25.0,0.0,,NO,33618.0,,,
4004000,33479000,22555000,NO,25.0,0.0,0.0,NO,15626.0,,,
4005000,22555000,22554000,NO,15.0,0.0,0.0,NO,10127.0,,,
4006000,25888000,25884000,YES,25.0,0.0,20.0,NO,47137.0,BIKE ROUTE,,YES
4006000,25888000,25884000,YES,25.0,0.0,20.0,NO,47137.0,BIKE ROUTE,,YES
4007000,25884000,25876000,NO,25.0,0.0,14.0,NO,47902.0,,,
4008000,25876000,25882000,NO,25.0,0.0,16.0,NO,38038.0,,,
4009000,25882000,25881000,NO,25.0,0.0,0.0,NO,36867.0,,,
4010000,25881000,25727000,NO,25.0,23.0,21.0,NO,36867.0,,,
4011000,25727000,25726000,NO,25.0,0.0,28.0,NO,37785.0,,,
4012000,25726000,25725000,NO,25.0,0.0,18.0,NO,32792.0,,,
4013000,25725000,25723000,NO,25.0,0.0,15.0,NO,21914.0,,,
4014000,25723000,25722000,NO,25.0,0.0,0.0,NO,24438.0,,,
4015000,25722000,25712000,NO,25.0,0.0,0.0,NO,25104.0,,,
4016000,25712000,25711000,NO,25.0,0.0,0.0,NO,21470.0,,,
4017000,25711000,25710000,NO,25.0,0.0,0.0,NO,10036.0,,,
4018000,25710000,25709000,NO,25.0,0.0,0.0,NO,7479.0,,,
4019000,25709000,25708000,NO,25.0,0.0,0.0,NO,7479.0,,,
4020000,25708000,25678000,NO,25.0,0.0,17.0,NO,6289.0,,,
4021000,25678000,25663000,NO,25.0,0.0,0.0,NO,,,,
4022000,25663000,25662000,NO,25.0,0.0,0.0,NO,,,,
4023000,25662000,25659000,NO,25.0,0.0,15.0,NO,6614.0,,,
4024000,25659000,25641000,NO,25.0,0.0,38.0,NO,10016.0,,,
4025000,25641000,25640000,NO,25.0,0.0,0.0,NO,13031.0,,,
4026000,25640000,25639000,NO,25.0,2.0,0.0,NO,16333.0,,,
4027000,25639000,25638000,NO,25.0,0.0,0.0,NO,16369.0,,,
4028000,25638000,25636000,NO,25.0,0.0,16.0,NO,13067.0,,,
4029000,25636000,25611000,NO,25.0,0.0,0.0,NO,10052.0,,,
4030000,25611000,21917000,NO,25.0,0.0,0.0,NO,10052.0,,,
4031000,21917000,21916000,NO,25.0,0.0,0.0,NO,11305.0,,,
4032000,21916000,21915000,NO,25.0,0.0,0.0,NO,2909.0,,,
4033000,21915000,21899000,NO,25.0,0.0,0.0,NO,5763.0,,,
4034000,21899000,21906000,NO,25.0,0.0,17.0,NO,10807.0,,,
4035000,21906000,21895000,NO,25.0,0.0,0.0,NO,15701.0,,,
4036000,21895000,21905000,NO,25.0,1.0,0.0,NO,14327.0,,,
4037000,21905000,21894000,NO,25.0,13.0,0.0,NO,27025.0,,,
4038000,21894000,21904000,NO,25.0,8.0,0.0,NO,40118.0,,,
4039000,21876000,21875000,NO,25.0,3.0,0.0,NO,68227.0,,,
4040000,20430000,20428000,NO,25.0,0.0,0.0,YES,43256.0,,,
4041000,33375000,33695000,YES,25.0,0.0,0.0,NO,36656.0,BIKE ROUTE,,YES
4041000,33375000,33695000,YES,25.0,0.0,0.0,NO,36656.0,BIKE ROUTE,,YES
4042000,33695000,21796000,YES,25.0,0.0,0.0,NO,37842.0,BIKE ROUTE,,NO
4042000,33695000,21796000,YES,25.0,0.0,0.0,NO,37842.0,BIKE ROUTE,,YES
4043000,21796000,21812000,YES,25.0,0.0,15.0,NO,35342.0,BIKE ROUTE,,YES
4043000,21796000,21812000,YES,25.0,0.0,15.0,NO,35342.0,BIKE ROUTE,,YES
4044000,21812000,22133000,YES,25.0,0.0,21.0,NO,33752.0,BIKE ROUTE,,YES
4044000,21812000,22133000,YES,25.0,0.0,21.0,NO,33752.0,BIKE ROUTE,,YES
4045000,22133000,22131000,NO,25.0,0.0,9.0,NO,7309.0,,,
4046000,22131000,33389000,NO,25.0,0.0,25.0,NO,9153.0,,,
4047000,33389000,28178000,NO,25.0,0.0,8.0,NO,9384.0,,,
4048000,28178000,33604000,NO,25.0,0.0,0.0,NO,7291.0,,,
4049000,33604000,22152000,NO,25.0,0.0,0.0,NO,9336.0,,,
4050000,22152000,22148000,NO,25.0,0.0,0.0,NO,7104.0,,,
4051000,22148000,22149000,NO,25.0,0.0,0.0,NO,5227.0,,,
4052000,22416000,26219000,NO,25.0,0.0,24.0,NO,9335.0,,,
4053000,26219000,26234000,NO,25.0,0.0,0.0,NO,12267.0,,,
4054000,26234000,22441000,NO,25.0,0.0,0.0,NO,20968.0,,,
4055000,26230000,32945000,NO,25.0,0.0,0.0,NO,1230.0,,,
4056000,32945000,50600000,NO,25.0,0.0,10.0,NO,534.0,,,
4057000,23907000,30008000,NO,25.0,3.0,0.0,YES,71102.0,,,
4058000,30008000,23910000,NO,25.0,5.0,0.0,YES,51851.0,,,
4059000,23910000,23922000,NO,25.0,3.0,25.0,YES,71078.0,,,
4060000,22882000,22878000,YES,15.0,0.0,0.0,NO,6893.0,BIKE LANE,,NO
4060000,22882000,22878000,YES,15.0,0.0,0.0,NO,6893.0,BIKE ROUTE,,YES
4061000,22878000,22958000,YES,15.0,0.0,0.0,NO,11397.0,BIKE ROUTE,,YES
4061000,22878000,22958000,YES,15.0,0.0,0.0,NO,11397.0,BIKE LANE,,NO
4062000,22958000,32994000,YES,15.0,0.0,0.0,NO,11397.0,BIKE ROUTE,,YES
4062000,22958000,32994000,YES,15.0,0.0,0.0,NO,11397.0,BIKE LANE,,NO
4063000,32994000,22957000,YES,25.0,0.0,0.0,NO,12206.0,BIKE LANE,,NO
4063000,32994000,22957000,YES,25.0,0.0,0.0,NO,12206.0,BIKE ROUTE,,YES
4064000,22957000,22875000,YES,25.0,0.0,0.0,NO,12206.0,BIKE ROUTE,,YES
4064000,22957000,22875000,YES,25.0,0.0,0.0,NO,12206.0,BIKE LANE,,NO
4065000,22875000,22921000,YES,25.0,3.0,0.0,NO,13141.0,BIKE LANE,,YES
4065000,22875000,22921000,YES,25.0,3.0,0.0,NO,13141.0,BIKE ROUTE,,YES
4066000,50061000,23804000,NO,25.0,6.0,7.0,NO,58669.0,,,
4067000,26260000,32934000,NO,25.0,0.0,0.0,NO,13063.0,,,
4068000,32934000,33730000,NO,25.0,0.0,33.0,NO,583.0,,,
4069000,33730000,26250000,NO,35.0,0.0,0.0,NO,363.0,,,
4070000,26250000,26252000,NO,35.0,0.0,11.0,NO,744.0,,,
4071000,26252000,26253000,NO,35.0,0.0,0.0,NO,1853.0,,,
4072000,26253000,26245000,NO,35.0,0.0,36.0,NO,2715.0,,,
4073000,26245000,32912000,NO,35.0,0.0,0.0,NO,2966.0,,,
4074000,32912000,33572000,NO,35.0,0.0,0.0,NO,2966.0,,,
4075000,33572000,26242000,NO,35.0,0.0,0.0,NO,9020.0,,,
4076000,26242000,27037000,NO,35.0,0.0,72.0,NO,16439.0,,,
4077000,24164000,24173000,NO,25.0,11.0,0.0,NO,117441.0,,,
4079000,24665000,24735000,NO,25.0,8.0,0.0,YES,251716.0,,,
4079099,54064000,24575000,NO,25.0,1.0,0.0,YES,81133.0,,,
4080000,24575000,30050000,NO,25.0,15.0,17.0,YES,105665.0,,,
4081000,30050000,24693000,NO,25.0,5.0,0.0,YES,121794.0,,,
4082000,24693000,24694000,NO,25.0,12.0,10.0,YES,124828.0,,,
4083000,24694000,24703000,YES,25.0,11.0,10.0,YES,103267.0,BIKE ROUTE,,YES
4083000,24694000,24703000,YES,25.0,11.0,10.0,YES,103267.0,BIKE ROUTE,,YES
4084000,24703000,24754000,YES,25.0,15.0,7.0,YES,106505.0,BIKE ROUTE,,YES
4084000,24703000,24754000,YES,25.0,15.0,7.0,YES,106505.0,BIKE ROUTE,,YES
4085000,24754000,24756000,YES,25.0,13.0,9.0,YES,108188.0,BIKE ROUTE,,YES
4085000,24754000,24756000,YES,25.0,13.0,9.0,YES,108188.0,BIKE ROUTE,,YES
4086000,24756000,24770000,NO,25.0,14.0,9.0,YES,170523.0,,,
4087000,24770000,24771000,NO,25.0,13.0,10.0,YES,180733.0,,,
4088000,24771000,30770000,NO,25.0,13.0,7.0,YES,164603.0,,,
4089000,30770000,24987000,NO,25.0,13.0,10.0,YES,157054.0,,,
4090000,24987000,25019000,NO,25.0,16.0,10.0,YES,155338.0,,,
4091001,25019000,54153000,NO,25.0,9.0,,YES,145205.0,,,
4091002,54153000,24995000,NO,15.0,5.0,,YES,149566.0,,,
4092000,24995000,25009000,NO,15.0,20.0,14.0,YES,144112.0,,,
4093000,25009000,25046000,NO,15.0,17.0,12.0,YES,137893.0,,,
4094000,25046000,25014000,NO,15.0,6.0,4.0,YES,124198.0,,,
4095000,25014000,25015000,NO,15.0,0.0,3.0,YES,114695.0,,,
4096000,25016000,25075000,NO,25.0,0.0,6.0,YES,126223.0,,,
4097000,25015000,25016000,NO,25.0,0.0,0.0,YES,114695.0,,,
4098000,25075000,25080000,NO,25.0,0.0,10.0,YES,126223.0,,,
4099000,25080000,25083000,NO,25.0,0.0,14.0,YES,119431.0,,,
4100000,25083000,25095000,NO,25.0,0.0,9.0,YES,109914.0,,,
4101000,25095000,25243000,NO,25.0,0.0,23.0,YES,82561.0,,,
4102000,25243000,25249000,NO,25.0,0.0,27.0,YES,82785.0,,,
4103000,25249000,25258000,NO,25.0,0.0,32.0,YES,95203.0,,,
4104001,25258000,54051000,NO,25.0,0.0,13.0,YES,107066.0,,,
4104002,54051000,25297000,NO,25.0,1.0,0.0,YES,120446.0,,,
4105000,25297000,25302000,NO,25.0,26.0,21.0,YES,125893.0,,,
4106000,25302000,26535000,NO,25.0,30.0,27.0,YES,118736.0,,,
4107000,26535000,26538000,NO,25.0,1.0,24.0,YES,113823.0,,,
4108000,26538000,26543000,NO,25.0,0.0,0.0,NO,104776.0,,,
4109000,26562000,26563000,NO,25.0,0.0,27.0,YES,69041.0,,,
4110000,26646000,30082000,YES,25.0,23.0,22.0,NO,73882.0,BIKE ROUTE,,YES
4110000,26646000,30082000,YES,25.0,23.0,22.0,NO,73882.0,BIKE ROUTE,,YES
4111000,30082000,26648000,YES,25.0,15.0,10.0,NO,73304.0,BIKE ROUTE,,YES
4111000,30082000,26648000,YES,25.0,15.0,10.0,NO,73304.0,BIKE ROUTE,,YES
4112000,26648000,26636000,YES,25.0,8.0,21.0,NO,73246.0,BIKE ROUTE,,YES
4112000,26648000,26636000,YES,25.0,8.0,21.0,NO,73246.0,BIKE ROUTE,,YES
4113000,26636000,26645000,YES,25.0,0.0,39.0,NO,75138.0,BIKE ROUTE,,YES
4113000,26636000,26645000,YES,25.0,0.0,39.0,NO,75138.0,BIKE ROUTE,,YES
4114000,26645000,26819000,YES,25.0,0.0,36.0,NO,55356.0,BIKE ROUTE,,YES
4114000,26645000,26819000,YES,25.0,0.0,36.0,NO,55356.0,BIKE ROUTE,,YES
4115000,26819000,26824000,YES,25.0,0.0,0.0,NO,45529.0,BIKE ROUTE,,YES
4115000,26819000,26824000,YES,25.0,0.0,0.0,NO,45529.0,BIKE ROUTE,,YES
4116000,26824000,26854000,YES,25.0,0.0,0.0,NO,35422.0,BIKE ROUTE,,YES
4116000,26824000,26854000,YES,25.0,0.0,0.0,NO,35422.0,BIKE ROUTE,,YES
4117000,26854000,26841000,YES,25.0,0.0,0.0,NO,44159.0,BIKE ROUTE,,YES
4117000,26854000,26841000,YES,25.0,0.0,0.0,NO,44159.0,BIKE ROUTE,,YES
4118000,26841000,26848000,YES,25.0,0.0,0.0,NO,47241.0,BIKE ROUTE,,YES
4118000,26841000,26848000,YES,25.0,0.0,0.0,NO,47241.0,BIKE ROUTE,,YES
4119000,26848000,26850000,YES,25.0,0.0,0.0,NO,44529.0,BIKE ROUTE,,YES
4119000,26848000,26850000,YES,25.0,0.0,0.0,NO,44529.0,BIKE ROUTE,,YES
4120000,26850000,26917000,YES,25.0,0.0,0.0,NO,44529.0,BIKE ROUTE,,YES
4120000,26850000,26917000,YES,25.0,0.0,0.0,NO,44529.0,BIKE ROUTE,,YES
4121000,26917000,26921000,YES,25.0,0.0,0.0,NO,45224.0,BIKE ROUTE,,YES
4121000,26917000,26921000,YES,25.0,0.0,0.0,NO,45224.0,BIKE ROUTE,,YES
4122000,26921000,26940000,YES,25.0,0.0,0.0,NO,44461.0,BIKE ROUTE,,YES
4122000,26921000,26940000,YES,25.0,0.0,0.0,NO,44461.0,BIKE ROUTE,,YES
4123000,26940000,26946000,YES,25.0,0.0,41.0,NO,35457.0,BIKE ROUTE,,YES
4123000,26940000,26946000,YES,25.0,0.0,41.0,NO,35457.0,BIKE ROUTE,,YES
4124000,26946000,27568000,YES,25.0,0.0,0.0,NO,40176.0,BIKE ROUTE,,YES
4124000,26946000,27568000,YES,25.0,0.0,0.0,NO,40176.0,BIKE ROUTE,,YES
4125000,27568000,27571000,YES,15.0,0.0,36.0,NO,34463.0,BIKE ROUTE,,YES
4125000,27568000,27571000,YES,15.0,0.0,36.0,NO,34463.0,BIKE ROUTE,,YES
4126000,27571000,27574000,NO,15.0,0.0,0.0,NO,41518.0,,,
4127000,26451000,26454000,NO,25.0,0.0,0.0,NO,43957.0,,,
4128000,26454000,26421000,NO,25.0,0.0,0.0,NO,40252.0,,,
4129000,26421000,26420000,NO,25.0,0.0,0.0,NO,58432.0,,,
4130000,26416000,26415000,YES,25.0,0.0,18.0,NO,54230.0,BIKE ROUTE,,YES
4130000,26416000,26415000,YES,25.0,0.0,18.0,NO,54230.0,BIKE ROUTE,,YES
4131000,26415000,26409000,YES,25.0,3.0,0.0,NO,56857.0,BIKE ROUTE,,YES
4131000,26415000,26409000,YES,25.0,3.0,0.0,NO,56857.0,BIKE ROUTE,,YES
4132000,26409000,26407000,YES,25.0,6.0,0.0,NO,59460.0,BIKE ROUTE,,YES
4132000,26409000,26407000,YES,25.0,6.0,0.0,NO,59460.0,BIKE ROUTE,,YES
4133000,26407000,26403000,NO,25.0,0.0,0.0,NO,70067.0,,,
4134000,26403000,26402000,NO,25.0,0.0,0.0,NO,57694.0,,,
4135000,26402000,26401000,NO,25.0,0.0,19.0,NO,38259.0,,,
4136000,26401000,26214000,YES,25.0,0.0,0.0,NO,43849.0,BIKE ROUTE,,YES
4136000,26401000,26214000,YES,25.0,0.0,0.0,NO,43849.0,BIKE ROUTE,,YES
4137000,26214000,26200000,YES,25.0,0.0,17.0,NO,30784.0,BIKE ROUTE,,YES
4137000,26214000,26200000,YES,25.0,0.0,17.0,NO,30784.0,BIKE ROUTE,,YES
4138000,26200000,26199000,YES,25.0,0.0,0.0,NO,25990.0,BIKE ROUTE,,YES
4138000,26200000,26199000,YES,25.0,0.0,0.0,NO,25990.0,BIKE ROUTE,,YES
4139000,26199000,26194000,YES,25.0,0.0,0.0,NO,23643.0,BIKE ROUTE,,YES
4139000,26199000,26194000,YES,25.0,0.0,0.0,NO,23643.0,BIKE ROUTE,,YES
4140000,26194000,33571000,YES,25.0,0.0,0.0,NO,22442.0,BIKE ROUTE,,YES
4140000,26194000,33571000,YES,25.0,0.0,0.0,NO,22442.0,BIKE ROUTE,,YES
4141000,33571000,26193000,YES,25.0,0.0,0.0,NO,18801.0,BIKE ROUTE,,YES
4141000,33571000,26193000,YES,25.0,0.0,0.0,NO,18801.0,BIKE ROUTE,,YES
4142000,26193000,32942000,NO,25.0,0.0,13.0,NO,21502.0,,,
4143000,32942000,26180000,NO,25.0,0.0,0.0,NO,21966.0,,,
4144000,23338000,33530000,YES,25.0,0.0,0.0,NO,19154.0,BIKE ROUTE,,YES
4144000,23338000,33530000,YES,25.0,0.0,0.0,NO,19154.0,BIKE ROUTE,,YES
4145000,33530000,23307000,YES,25.0,0.0,48.0,NO,23274.0,BIKE ROUTE,,YES
4145000,33530000,23307000,YES,25.0,0.0,48.0,NO,23274.0,BIKE ROUTE,,YES
4146000,23307000,23304000,YES,25.0,0.0,0.0,NO,19070.0,BIKE ROUTE,,YES
4146000,23307000,23304000,YES,25.0,0.0,0.0,NO,19070.0,BIKE ROUTE,,YES
4147000,23304000,28260000,YES,25.0,0.0,23.0,NO,18086.0,BIKE ROUTE,,YES
4147000,23304000,28260000,YES,25.0,0.0,23.0,NO,18086.0,BIKE ROUTE,,YES
4148000,28260000,33508000,YES,25.0,0.0,0.0,NO,12382.0,BIKE ROUTE,,YES
4148000,28260000,33508000,YES,25.0,0.0,0.0,NO,12382.0,BIKE ROUTE,,YES
4149000,26496000,26513000,NO,25.0,0.0,36.0,NO,95530.0,,,
4150000,27232000,27246000,NO,25.0,19.0,18.0,NO,83957.0,,,
4151000,27246000,27247000,NO,25.0,27.0,27.0,NO,98290.0,,,
4152000,27247000,27250000,NO,25.0,29.0,26.0,NO,94478.0,,,
4153000,27250000,27251000,NO,25.0,31.0,28.0,NO,84310.0,,,
4154000,27251000,27286000,NO,25.0,31.0,26.0,NO,79900.0,,,
4155000,27286000,27287000,NO,25.0,30.0,23.0,NO,83071.0,,,
4156000,27287000,27290000,NO,25.0,31.0,23.0,NO,70350.0,,,
4157000,27290000,27291000,NO,25.0,34.0,28.0,NO,79804.0,,,
4158000,27291000,27303000,NO,25.0,26.0,25.0,NO,96015.0,,,
4159000,27303000,27305000,NO,25.0,26.0,23.0,NO,81568.0,,,
4160000,27305000,27306000,NO,25.0,30.0,27.0,NO,78468.0,,,
4161000,27306000,27482000,NO,25.0,21.0,22.0,NO,75241.0,,,
4162000,27482000,27484000,NO,25.0,0.0,6.0,NO,74192.0,,,
4163000,27484000,27485000,NO,25.0,0.0,5.0,NO,73923.0,,,
4164000,27485000,27489000,NO,25.0,0.0,11.0,NO,67519.0,,,
4165000,27489000,27491000,NO,25.0,0.0,27.0,NO,71912.0,,,
4166000,27491000,27502000,NO,25.0,0.0,23.0,NO,71073.0,,,
4167000,27502000,27503000,NO,25.0,0.0,11.0,NO,55730.0,,,
4168000,27503000,27506000,NO,25.0,0.0,15.0,NO,48036.0,,,
4169000,27506000,27507000,NO,25.0,23.0,20.0,NO,51907.0,,,
4170000,27507000,27539000,NO,25.0,18.0,14.0,NO,47951.0,,,
4171000,27539000,27540000,NO,25.0,15.0,11.0,NO,56897.0,,,
4172000,27540000,27543000,NO,25.0,19.0,17.0,NO,57116.0,,,
4173000,27543000,27544000,NO,25.0,32.0,23.0,NO,51948.0,,,
4174000,27544000,27555000,NO,25.0,25.0,22.0,NO,43460.0,,,
4175000,27555000,27556000,NO,25.0,23.0,19.0,NO,42848.0,,,
4176000,27556000,27559000,NO,25.0,1.0,13.0,NO,44248.0,,,
4177000,27559000,27841000,NO,25.0,0.0,8.0,NO,41650.0,,,
4178000,27841000,27842000,NO,15.0,0.0,9.0,NO,49602.0,,,
4179000,27842000,27843000,NO,15.0,0.0,17.0,NO,43245.0,,,
4180000,27843000,27845000,YES,15.0,0.0,10.0,NO,39594.0,BIKE ROUTE,,YES
4180000,27843000,27845000,YES,15.0,0.0,10.0,NO,39594.0,BIKE ROUTE,,YES
4181000,27845000,27855000,YES,25.0,0.0,13.0,NO,39594.0,BIKE ROUTE,,YES
4181000,27845000,27855000,YES,25.0,0.0,13.0,NO,39594.0,BIKE ROUTE,,YES
4182000,27855000,27856000,YES,25.0,0.0,17.0,NO,38363.0,BIKE ROUTE,,YES
4182000,27855000,27856000,YES,25.0,0.0,17.0,NO,38363.0,BIKE ROUTE,,YES
4183000,27856000,27859000,YES,25.0,0.0,21.0,NO,38363.0,BIKE ROUTE,,YES
4183000,27856000,27859000,YES,25.0,0.0,21.0,NO,38363.0,BIKE ROUTE,,YES
4184000,27859000,27860000,YES,25.0,0.0,21.0,NO,28699.0,BIKE ROUTE,,YES
4184000,27859000,27860000,YES,25.0,0.0,21.0,NO,28699.0,BIKE ROUTE,,YES
4185000,27860000,27893000,YES,25.0,0.0,27.0,NO,33542.0,BIKE ROUTE,,YES
4185000,27860000,27893000,YES,25.0,0.0,27.0,NO,33542.0,BIKE ROUTE,,YES
4186000,27893000,27898000,YES,25.0,0.0,54.0,NO,27514.0,BIKE ROUTE,,YES
4186000,27893000,27898000,YES,25.0,0.0,54.0,NO,27514.0,BIKE ROUTE,,YES
4187000,27898000,27899000,YES,25.0,0.0,18.0,NO,16202.0,BIKE ROUTE,,YES
4187000,27898000,27899000,YES,25.0,0.0,18.0,NO,16202.0,BIKE ROUTE,,YES
4188000,27899000,27914000,YES,25.0,0.0,20.0,NO,17503.0,BIKE ROUTE,,YES
4188000,27899000,27914000,YES,25.0,0.0,20.0,NO,17503.0,BIKE ROUTE,,YES
4189000,27914000,27915000,YES,25.0,0.0,23.0,NO,12601.0,BIKE ROUTE,,YES
4189000,27914000,27915000,YES,25.0,0.0,23.0,NO,12601.0,BIKE ROUTE,,YES
4190000,27915000,27919000,YES,25.0,0.0,19.0,NO,13694.0,BIKE ROUTE,,YES
4190000,27915000,27919000,YES,25.0,0.0,19.0,NO,13694.0,BIKE ROUTE,,YES
4191000,27919000,27920000,YES,25.0,0.0,19.0,NO,15308.0,BIKE ROUTE,,YES
4191000,27919000,27920000,YES,25.0,0.0,19.0,NO,15308.0,BIKE ROUTE,,YES
4192000,27920000,27999000,YES,25.0,0.0,23.0,NO,12294.0,BIKE ROUTE,,YES
4192000,27920000,27999000,YES,25.0,0.0,23.0,NO,12294.0,BIKE ROUTE,,YES
4193000,27999000,32832000,YES,25.0,0.0,20.0,NO,11896.0,BIKE ROUTE,,YES
4193000,27999000,32832000,YES,25.0,0.0,20.0,NO,11896.0,BIKE ROUTE,,YES
4194000,24526000,24525000,NO,25.0,4.0,11.0,YES,50915.0,,,
4195000,24525000,24536000,NO,25.0,0.0,8.0,YES,70503.0,,,
4196000,24536000,24535000,NO,25.0,3.0,12.0,YES,72436.0,,,
4197000,30016000,24587000,NO,25.0,0.0,0.0,NO,84805.0,,,
4198000,24589000,24626000,NO,25.0,6.0,15.0,YES,90796.0,,,
4199000,24626000,23939000,NO,25.0,3.0,0.0,YES,68996.0,,,
4200000,23939000,23943000,NO,25.0,6.0,22.0,YES,97405.0,,,
4201000,50062000,24277000,NO,25.0,0.0,0.0,NO,51972.0,,,
4202000,24277000,24273000,NO,25.0,4.0,2.0,NO,58118.0,,,
4203000,24273000,24296000,NO,25.0,8.0,9.0,NO,82542.0,,,
4204000,50752000,20034000,NO,25.0,0.0,31.0,NO,1889.0,,,
4205000,23927000,24257000,NO,15.0,0.0,12.0,NO,38212.0,,,
4206000,26206000,26210000,NO,25.0,0.0,0.0,NO,25446.0,,,
4207000,26210000,32830000,NO,25.0,0.0,0.0,NO,34869.0,,,
4208000,24400000,24402000,NO,25.0,5.0,7.0,YES,57581.0,,,
4209000,24402000,25844000,NO,15.0,4.0,18.0,YES,52846.0,,,
4210000,33026000,25875000,NO,25.0,0.0,17.0,YES,34874.0,,,
4211000,25609000,25611000,NO,25.0,0.0,0.0,NO,14063.0,,,
4212000,25611000,25644000,NO,25.0,0.0,0.0,NO,23482.0,,,
4213000,25644000,25734000,YES,15.0,0.0,39.0,NO,31854.0,BIKE ROUTE,,YES
4213000,25644000,25734000,YES,15.0,0.0,39.0,NO,31854.0,BIKE ROUTE,,YES
4214000,25734000,25736000,YES,15.0,0.0,0.0,NO,34871.0,BIKE ROUTE,,YES
4214000,25734000,25736000,YES,15.0,0.0,0.0,NO,34871.0,BIKE ROUTE,,YES
4215000,25736000,25757000,YES,15.0,0.0,0.0,NO,34477.0,BIKE ROUTE,,YES
4215000,25736000,25757000,YES,15.0,0.0,0.0,NO,34477.0,BIKE ROUTE,,YES
4216000,25757000,22316000,YES,25.0,0.0,0.0,NO,34075.0,BIKE ROUTE,,YES
4216000,25757000,22316000,YES,25.0,0.0,0.0,NO,34075.0,BIKE ROUTE,,YES
4217000,22316000,22325000,YES,35.0,0.0,0.0,NO,30354.0,BIKE LANE,,NO
4217000,22316000,22325000,YES,35.0,0.0,0.0,NO,30354.0,BIKE LANE,,NO
4218000,22325000,22338000,YES,35.0,0.0,0.0,NO,18190.0,BIKE LANE,,NO
4218000,22325000,22338000,YES,35.0,0.0,0.0,NO,18190.0,BIKE LANE,,NO
4219000,22338000,22336000,YES,35.0,0.0,0.0,NO,18502.0,BIKE LANE,,NO
4219000,22338000,22336000,YES,35.0,0.0,0.0,NO,18502.0,BIKE LANE,,NO
4220000,22325000,22339000,NO,25.0,0.0,0.0,NO,18016.0,,,
4221000,32941000,32938000,NO,25.0,,,,,,,
4222000,32938000,32939000,NO,25.0,,,,,,,
4223000,32939000,50606000,NO,25.0,0.0,,NO,25911.0,,,
4224000,26158000,26159000,NO,25.0,0.0,0.0,NO,24945.0,,,
4225000,23809000,23810000,NO,25.0,5.0,2.0,NO,57096.0,,,
4226000,25015000,25047000,NO,25.0,0.0,0.0,NO,117117.0,,,
4228000,20968000,20967000,NO,25.0,0.0,0.0,NO,16583.0,,,
4229000,33333000,20920000,NO,25.0,0.0,0.0,NO,15644.0,,,
4230000,20920000,20916000,NO,25.0,0.0,13.0,NO,14562.0,,,
4231000,20876000,20874000,NO,25.0,0.0,27.0,NO,7768.0,,,
4232000,50961000,20856000,NO,25.0,0.0,0.0,NO,7543.0,,,
4233000,20856000,20855000,NO,25.0,0.0,22.0,NO,8128.0,,,
4234000,26469000,26424000,NO,25.0,0.0,0.0,NO,38280.0,,,
4235000,26424000,26423000,NO,25.0,0.0,0.0,NO,27649.0,,,
4236000,26423000,26422000,NO,25.0,0.0,0.0,NO,47821.0,,,
4237000,26419000,26418000,NO,25.0,0.0,0.0,NO,39468.0,,,
4238000,26418000,26417000,NO,25.0,12.0,0.0,NO,42636.0,,,
4239000,26414000,26413000,NO,25.0,8.0,21.0,NO,45403.0,,,
4240000,26413000,26411000,NO,25.0,0.0,0.0,NO,58952.0,,,
4241000,26411000,26410000,NO,25.0,0.0,22.0,NO,66186.0,,,
4242000,26410000,26282000,NO,25.0,7.0,0.0,NO,67448.0,,,
4243000,26282000,26281000,NO,25.0,23.0,21.0,NO,47433.0,,,
4244000,26281000,26280000,NO,25.0,2.0,0.0,NO,42830.0,,,
4245000,26280000,26277000,NO,25.0,0.0,0.0,NO,36531.0,,,
4246000,26277000,26276000,NO,25.0,0.0,0.0,NO,32892.0,,,
4247000,26276000,26266000,NO,25.0,0.0,0.0,NO,29834.0,,,
4248000,26266000,26264000,NO,25.0,0.0,16.0,NO,22354.0,,,
4249000,26264000,50529000,NO,25.0,0.0,0.0,NO,11733.0,,,
4252000,21303000,21334000,NO,25.0,0.0,0.0,YES,78885.0,,,
4253000,21334000,21321000,NO,25.0,0.0,18.0,YES,78410.0,,,
